,dt,ticker,type,price,shares,amount,cash_left,transaction_cost,pnl
2826,2019-10-24,TXN,0,109.33856964111328,87.0,9512.455558776855,10843.558724403381,0.0,-43.380523681640625
2827,2019-10-24,PYPL,0,104.91000366210938,99.0,10386.090362548828,21229.64908695221,0.0,818.7304229736328
2828,2019-10-24,MA,0,264.8812255859375,37.0,9800.605346679688,31030.254433631897,0.0,288.0914306640625
2829,2019-10-24,MCD,0,182.7309112548828,51.0,9319.276473999023,40349.53090763092,0.0,-151.65994262695312
2830,2019-10-24,BA,0,340.52490234375,28.0,9534.697265625,49884.22817325592,0.0,112.0751953125
2831,2019-10-24,SBUX,0,78.37090301513672,123.0,9639.621070861816,59523.84924411774,0.0,50.988807678222656
2832,2019-10-24,NKE,0,89.04438781738281,106.0,9438.705108642578,68962.55435276031,0.0,-84.58763122558594
2833,2019-10-24,ADBE,0,269.70001220703125,36.0,9709.200439453125,78671.75479221344,0.0,301.68017578125
2834,2019-10-24,NFLX,0,271.5,35.0,9502.5,88174.25479221344,0.0,8.050384521484375
2835,2019-10-24,MDLZ,0,49.59287643432617,195.0,9670.610904693604,97844.86569690704,0.0,71.10912322998047
2836,2019-10-24,TXN,1,109.33856964111328,1.0,109.33856964111328,97735.52712726593,0.0,0.0
2837,2019-10-24,F,1,8.233345031738281,16.0,131.7335205078125,97603.79360675812,0.0,0.0
2838,2019-10-24,MCD,1,182.7309112548828,0.0,0.0,97603.79360675812,0.0,0.0
2839,2019-10-24,NKE,1,89.04438781738281,1.0,89.04438781738281,97514.74921894073,0.0,0.0
2840,2019-10-24,T,1,21.929744720458984,6.0,131.5784683227539,97383.17075061798,0.0,0.0
2841,2019-10-24,JNJ,1,117.91913604736328,1.0,117.91913604736328,97265.25161457062,0.0,0.0
2842,2019-10-24,UPS,1,104.71675872802734,1.0,104.71675872802734,97160.53485584259,0.0,0.0
2843,2019-10-24,NFLX,1,271.5,0.0,0.0,97160.53485584259,0.0,0.0
2844,2019-10-24,SBUX,1,78.37090301513672,1.0,78.37090301513672,97082.16395282745,0.0,0.0
2845,2019-10-24,TGT,1,104.42791748046875,1.0,104.42791748046875,96977.73603534698,0.0,0.0
2846,2019-10-25,TXN,0,111.27769470214844,1.0,111.27769470214844,97089.01373004913,0.0,1.9391250610351562
2847,2019-10-25,F,0,8.348228454589844,16.0,133.5716552734375,97222.58538532257,0.0,1.838134765625
2848,2019-10-25,MCD,0,181.41647338867188,0.0,0.0,97222.58538532257,0.0,
2849,2019-10-25,NKE,0,88.4799575805664,1.0,88.4799575805664,97311.06534290314,0.0,-0.5644302368164062
2850,2019-10-25,T,0,21.983348846435547,6.0,131.90009307861328,97442.96543598175,0.0,0.321624755859375
2851,2019-10-25,JNJ,0,118.70526885986328,1.0,118.70526885986328,97561.67070484161,0.0,0.7861328125
2852,2019-10-25,UPS,0,106.28736114501953,1.0,106.28736114501953,97667.95806598663,0.0,1.5706024169921875
2853,2019-10-25,NFLX,0,276.82000732421875,0.0,0.0,97667.95806598663,0.0,
2854,2019-10-25,SBUX,0,78.55934143066406,1.0,78.55934143066406,97746.5174074173,0.0,0.18843841552734375
2855,2019-10-25,TGT,0,103.26287841796875,1.0,103.26287841796875,97849.78028583527,0.0,-1.1650390625
2856,2019-10-25,AMT,1,205.26976013183594,47.0,9647.678726196289,88202.10155963898,0.0,0.0
2857,2019-10-25,MCD,1,181.41647338867188,53.0,9615.07308959961,78587.02847003937,0.0,0.0
2858,2019-10-25,TXN,1,111.27769470214844,87.0,9681.159439086914,68905.86903095245,0.0,0.0
2859,2019-10-25,GILD,1,55.74911880493164,173.0,9644.597553253174,59261.27147769928,0.0,0.0
2860,2019-10-25,NKE,1,88.4799575805664,109.0,9644.315376281738,49616.95610141754,0.0,0.0
2861,2019-10-25,TGT,1,103.26287841796875,93.0,9603.447692871094,40013.50840854645,0.0,0.0
2862,2019-10-25,F,1,8.348228454589844,1161.0,9692.293235778809,30321.21517276764,0.0,0.0
2863,2019-10-25,BA,1,335.86004638671875,28.0,9404.081298828125,20917.133873939514,0.0,0.0
2864,2019-10-25,T,1,21.983348846435547,441.0,9694.656841278076,11222.477032661438,0.0,0.0
2865,2019-10-25,GD,1,161.56155395507812,60.0,9693.693237304688,1528.7837953567505,0.0,0.0
2866,2019-10-28,AMT,0,199.6612548828125,47.0,9384.078979492188,10912.862774848938,0.0,-263.59974670410156
2867,2019-10-28,MCD,0,178.77835083007812,53.0,9475.25259399414,20388.11536884308,0.0,-139.82049560546875
2868,2019-10-28,TXN,0,110.80675506591797,87.0,9640.187690734863,30028.303059577942,0.0,-40.97174835205078
2869,2019-10-28,GILD,0,56.11009216308594,173.0,9707.045944213867,39735.34900379181,0.0,62.44839096069336
2870,2019-10-28,NKE,0,88.41182708740234,109.0,9636.889152526855,49372.238156318665,0.0,-7.4262237548828125
2871,2019-10-28,TGT,0,103.92591857910156,93.0,9665.110427856445,59037.34858417511,0.0,61.66273498535156
2872,2019-10-28,F,0,8.242918014526367,1161.0,9570.027814865112,68607.37639904022,0.0,-122.26542091369629
2873,2019-10-28,BA,0,336.89776611328125,28.0,9433.137451171875,78040.5138502121,0.0,29.05615234375
2874,2019-10-28,T,0,22.92438507080078,441.0,10109.653816223145,88150.16766643524,0.0,414.99697494506836
2875,2019-10-28,GD,0,162.85560607910156,60.0,9771.336364746094,97921.50403118134,0.0,77.64312744140625
2876,2019-10-28,AMT,1,199.6612548828125,0.0,0.0,97921.50403118134,0.0,0.0
2877,2019-10-28,MCD,1,178.77835083007812,0.0,0.0,97921.50403118134,0.0,0.0
2878,2019-10-28,F,1,8.242918014526367,18.0,148.3725242614746,97773.13150691986,0.0,0.0
2879,2019-10-28,TXN,1,110.80675506591797,1.0,110.80675506591797,97662.32475185394,0.0,0.0
2880,2019-10-28,NKE,1,88.41182708740234,1.0,88.41182708740234,97573.91292476654,0.0,0.0
2881,2019-10-28,GILD,1,56.11009216308594,2.0,112.22018432617188,97461.69274044037,0.0,0.0
2882,2019-10-28,AIG,1,48.00996780395508,3.0,144.02990341186523,97317.6628370285,0.0,0.0
2883,2019-10-28,MDLZ,1,49.003807067871094,3.0,147.01142120361328,97170.65141582489,0.0,0.0
2884,2019-10-28,DUK,1,83.41650390625,1.0,83.41650390625,97087.23491191864,0.0,0.0
2885,2019-10-28,TGT,1,103.92591857910156,1.0,103.92591857910156,96983.30899333954,0.0,0.0
2886,2019-10-29,AMT,0,204.78660583496094,0.0,0.0,96983.30899333954,0.0,
2887,2019-10-29,MCD,0,179.5614013671875,0.0,0.0,96983.30899333954,0.0,
2888,2019-10-29,F,0,8.271638870239258,18.0,148.88949966430664,97132.19849300385,0.0,0.5169754028320312
2889,2019-10-29,TXN,0,111.07455444335938,1.0,111.07455444335938,97243.2730474472,0.0,0.26779937744140625
2890,2019-10-29,NKE,0,86.88395690917969,1.0,86.88395690917969,97330.15700435638,0.0,-1.5278701782226562
2891,2019-10-29,GILD,0,55.86357498168945,2.0,111.7271499633789,97441.88415431976,0.0,-0.49303436279296875
2892,2019-10-29,AIG,0,47.59884262084961,3.0,142.79652786254883,97584.68068218231,0.0,-1.2333755493164062
2893,2019-10-29,MDLZ,0,49.39651107788086,3.0,148.18953323364258,97732.87021541595,0.0,1.1781120300292969
2894,2019-10-29,DUK,0,82.91120910644531,1.0,82.91120910644531,97815.7814245224,0.0,-0.5052947998046875
2895,2019-10-29,TGT,0,102.43881225585938,1.0,102.43881225585938,97918.22023677826,0.0,-1.4871063232421875
2896,2019-10-29,NKE,1,86.88395690917969,111.0,9644.119216918945,88274.10101985931,0.0,0.0
2897,2019-10-29,MCD,1,179.5614013671875,54.0,9696.315673828125,78577.78534603119,0.0,0.0
2898,2019-10-29,TGT,1,102.43881225585938,94.0,9629.248352050781,68948.53699398041,0.0,0.0
2899,2019-10-29,TXN,1,111.07455444335938,87.0,9663.486236572266,59285.05075740814,0.0,0.0
2900,2019-10-29,F,1,8.271638870239258,1172.0,9694.36075592041,49590.69000148773,0.0,0.0
2901,2019-10-29,GILD,1,55.86357498168945,173.0,9664.398471832275,39926.29152965546,0.0,0.0
2902,2019-10-29,AMT,1,204.78660583496094,47.0,9624.970474243164,30301.321055412292,0.0,0.0
2903,2019-10-29,AIG,1,47.59884262084961,203.0,9662.56505203247,20638.75600337982,0.0,0.0
2904,2019-10-29,LOW,1,104.73338317871094,92.0,9635.471252441406,11003.284750938416,0.0,0.0
2905,2019-10-29,DUK,1,82.91120910644531,116.0,9617.700256347656,1385.5844945907593,0.0,0.0
2906,2019-10-30,NKE,0,87.76954650878906,111.0,9742.419662475586,11128.004157066345,0.0,98.30044555664062
2907,2019-10-30,MCD,0,183.5419158935547,54.0,9911.263458251953,21039.2676153183,0.0,214.94778442382812
2908,2019-10-30,TGT,0,102.23042297363281,94.0,9609.659759521484,30648.927374839783,0.0,-19.588592529296875
2909,2019-10-30,TXN,0,109.58598327636719,87.0,9533.980545043945,40182.90791988373,0.0,-129.5056915283203
2910,2019-10-30,F,0,8.175902366638184,1172.0,9582.157573699951,49765.06549358368,0.0,-112.20318222045898
2911,2019-10-30,GILD,0,55.59944534301758,173.0,9618.704044342041,59383.76953792572,0.0,-45.694427490234375
2912,2019-10-30,AMT,0,205.80978393554688,47.0,9673.059844970703,69056.82938289642,0.0,48.08937072753906
2913,2019-10-30,AIG,0,48.06478500366211,203.0,9757.151355743408,78813.98073863983,0.0,94.5863037109375
2914,2019-10-30,LOW,0,106.40673828125,92.0,9789.419921875,88603.40066051483,0.0,153.94866943359375
2915,2019-10-30,DUK,0,83.33671569824219,116.0,9667.059020996094,98270.45968151093,0.0,49.3587646484375
2916,2019-10-30,TXN,1,109.58598327636719,1.0,109.58598327636719,98160.87369823456,0.0,0.0
2917,2019-10-30,F,1,8.175902366638184,16.0,130.81443786621094,98030.05926036835,0.0,0.0
2918,2019-10-30,TGT,1,102.23042297363281,1.0,102.23042297363281,97927.82883739471,0.0,0.0
2919,2019-10-30,GILD,1,55.59944534301758,2.0,111.19889068603516,97816.62994670868,0.0,0.0
2920,2019-10-30,NKE,1,87.76954650878906,1.0,87.76954650878906,97728.86040019989,0.0,0.0
2921,2019-10-30,COP,1,49.22688674926758,2.0,98.45377349853516,97630.40662670135,0.0,0.0
2922,2019-10-30,CMCSA,1,42.20124053955078,3.0,126.60372161865234,97503.8029050827,0.0,0.0
2923,2019-10-30,MDLZ,1,48.64850616455078,2.0,97.29701232910156,97406.5058927536,0.0,0.0
2924,2019-10-30,DD,1,61.903778076171875,2.0,123.80755615234375,97282.69833660126,0.0,0.0
2925,2019-10-30,XOM,1,56.59947967529297,2.0,113.19895935058594,97169.49937725067,0.0,0.0
2926,2019-10-31,TXN,0,109.77205657958984,1.0,109.77205657958984,97279.27143383026,0.0,0.18607330322265625
2927,2019-10-31,F,0,8.223771095275879,16.0,131.58033752441406,97410.85177135468,0.0,0.765899658203125
2928,2019-10-31,TGT,0,101.26429748535156,1.0,101.26429748535156,97512.11606884003,0.0,-0.96612548828125
2929,2019-10-31,GILD,0,56.09247970581055,2.0,112.1849594116211,97624.30102825165,0.0,0.9860687255859375
2930,2019-10-31,NKE,0,87.14672088623047,1.0,87.14672088623047,97711.44774913788,0.0,-0.6228256225585938
2931,2019-10-31,COP,0,49.369991302490234,2.0,98.73998260498047,97810.18773174286,0.0,0.2862091064453125
2932,2019-10-31,CMCSA,0,42.323997497558594,3.0,126.97199249267578,97937.15972423553,0.0,0.3682708740234375
2933,2019-10-31,MDLZ,0,49.04120635986328,2.0,98.08241271972656,98035.24213695526,0.0,0.785400390625
2934,2019-10-31,DD,0,62.2057991027832,2.0,124.4115982055664,98159.65373516083,0.0,0.6040420532226562
2935,2019-10-31,XOM,0,56.47411346435547,2.0,112.94822692871094,98272.60196208954,0.0,-0.250732421875
2936,2019-10-31,MO,1,35.38951873779297,274.0,9696.728134155273,88575.87382793427,0.0,0.0
2937,2019-10-31,TGT,1,101.26429748535156,95.0,9620.108261108398,78955.76556682587,0.0,0.0
2938,2019-10-31,UNP,1,155.51161193847656,62.0,9641.719940185547,69314.04562664032,0.0,0.0
2939,2019-10-31,NKE,1,87.14672088623047,111.0,9673.286018371582,59640.75960826874,0.0,0.0
2940,2019-10-31,FDX,1,146.08787536621094,66.0,9641.799774169922,49998.959834098816,0.0,0.0
2941,2019-10-31,TXN,1,109.77205657958984,88.0,9659.940979003906,40339.01885509491,0.0,0.0
2942,2019-10-31,F,1,8.223771095275879,1181.0,9712.273663520813,30626.745191574097,0.0,0.0
2943,2019-10-31,SPG,1,126.91197967529297,76.0,9645.310455322266,20981.43473625183,0.0,0.0
2944,2019-10-31,XOM,1,56.47411346435547,172.0,9713.54751586914,11267.88722038269,0.0,0.0
2945,2019-10-31,MMM,1,148.3496856689453,65.0,9642.729568481445,1625.1576519012451,0.0,0.0
2946,2019-11-01,MO,0,35.60285568237305,274.0,9755.182456970215,11380.34010887146,0.0,58.454322814941406
2947,2019-11-01,TGT,0,102.1262435913086,95.0,9701.993141174316,21082.333250045776,0.0,81.88488006591797
2948,2019-11-01,UNP,0,162.15655517578125,62.0,10053.706420898438,31136.039670944214,0.0,411.9864807128906
2949,2019-11-01,NKE,0,86.7866439819336,111.0,9633.317481994629,40769.35715293884,0.0,-39.968536376953125
2950,2019-11-01,FDX,0,149.78167724609375,66.0,9885.590698242188,50654.94785118103,0.0,243.79092407226562
2951,2019-11-01,TXN,0,109.81856536865234,88.0,9664.033752441406,60318.98160362244,0.0,4.0927734375
2952,2019-11-01,F,0,8.510980606079102,1181.0,10051.468095779419,70370.44969940186,0.0,339.19443225860596
2953,2019-11-01,SPG,0,129.7925567626953,76.0,9864.234313964844,80234.6840133667,0.0,218.92385864257812
2954,2019-11-01,XOM,0,58.17075729370117,172.0,10005.370254516602,90240.0542678833,0.0,291.82273864746094
2955,2019-11-01,MMM,0,152.935302734375,65.0,9940.794677734375,100180.84894561768,0.0,298.0651092529297
2956,2019-11-01,MO,1,35.60285568237305,4.0,142.4114227294922,100038.43752288818,0.0,0.0
2957,2019-11-01,NKE,1,86.7866439819336,1.0,86.7866439819336,99951.65087890625,0.0,0.0
2958,2019-11-01,CL,1,62.70377731323242,2.0,125.40755462646484,99826.24332427979,0.0,0.0
2959,2019-11-01,AMT,1,204.18026733398438,0.0,0.0,99826.24332427979,0.0,0.0
2960,2019-11-01,TXN,1,109.81856536865234,1.0,109.81856536865234,99716.42475891113,0.0,0.0
2961,2019-11-01,MCD,1,180.79193115234375,0.0,0.0,99716.42475891113,0.0,0.0
2962,2019-11-01,TGT,1,102.1262435913086,1.0,102.1262435913086,99614.29851531982,0.0,0.0
2963,2019-11-01,MDLZ,1,48.64850616455078,3.0,145.94551849365234,99468.35299682617,0.0,0.0
2964,2019-11-01,CMCSA,1,42.25788879394531,3.0,126.77366638183594,99341.57933044434,0.0,0.0
2965,2019-11-01,EXC,1,29.203426361083984,5.0,146.01713180541992,99195.56219863892,0.0,0.0
2966,2019-11-04,MO,0,36.02952194213867,4.0,144.1180877685547,99339.68028640747,0.0,1.7066650390625
2967,2019-11-04,NKE,0,87.44840240478516,1.0,87.44840240478516,99427.12868881226,0.0,0.6617584228515625
2968,2019-11-04,CL,0,61.389835357666016,2.0,122.77967071533203,99549.90835952759,0.0,-2.6278839111328125
2969,2019-11-04,AMT,0,199.96441650390625,0.0,0.0,99549.90835952759,0.0,
2970,2019-11-04,TXN,0,112.54450988769531,1.0,112.54450988769531,99662.45286941528,0.0,2.7259445190429688
2971,2019-11-04,MCD,0,175.869873046875,0.0,0.0,99662.45286941528,0.0,
2972,2019-11-04,TGT,0,103.02606964111328,1.0,103.02606964111328,99765.4789390564,0.0,0.8998260498046875
2973,2019-11-04,MDLZ,0,48.37735366821289,3.0,145.13206100463867,99910.61100006104,0.0,-0.8134574890136719
2974,2019-11-04,CMCSA,0,41.4457893371582,3.0,124.33736801147461,100034.94836807251,0.0,-2.436298370361328
2975,2019-11-04,EXC,0,28.662385940551758,5.0,143.3119297027588,100178.26029777527,0.0,-2.705202102661133
2976,2019-11-04,PG,1,111.38827514648438,89.0,9913.55648803711,90264.70380973816,0.0,0.0
2977,2019-11-04,CL,1,61.389835357666016,161.0,9883.763492584229,80380.94031715393,0.0,0.0
2978,2019-11-04,MCD,1,175.869873046875,56.0,9848.712890625,70532.22742652893,0.0,0.0
2979,2019-11-04,AMT,1,199.96441650390625,49.0,9798.256408691406,60733.971017837524,0.0,0.0
2980,2019-11-04,EXC,1,28.662385940551758,346.0,9917.185535430908,50816.785482406616,0.0,0.0
2981,2019-11-04,NEE,1,53.988285064697266,183.0,9879.8561668396,40936.92931556702,0.0,0.0
2982,2019-11-04,CMCSA,1,41.4457893371582,239.0,9905.54365158081,31031.385663986206,0.0,0.0
2983,2019-11-04,BKNG,1,2007.6800537109375,4.0,8030.72021484375,23000.665449142456,0.0,0.0
2984,2019-11-04,TMUS,1,80.91999816894531,122.0,9872.239776611328,13128.425672531128,0.0,0.0
2985,2019-11-04,SBUX,1,77.60773468017578,127.0,9856.182304382324,3272.2433681488037,0.0,0.0
2986,2019-11-05,PG,0,111.22924041748047,89.0,9899.402397155762,13171.645765304565,0.0,-14.154090881347656
2987,2019-11-05,CL,0,61.90602111816406,161.0,9966.869400024414,23138.51516532898,0.0,83.10590744018555
2988,2019-11-05,MCD,0,179.15121459960938,56.0,10032.468017578125,33170.983182907104,0.0,183.755126953125
2989,2019-11-05,AMT,0,195.17063903808594,49.0,9563.361312866211,42734.344495773315,0.0,-234.8950958251953
2990,2019-11-05,EXC,0,28.842729568481445,346.0,9979.58443069458,52713.928926467896,0.0,62.398895263671875
2991,2019-11-05,NEE,0,53.40278244018555,183.0,9772.709186553955,62486.63811302185,0.0,-107.14698028564453
2992,2019-11-05,CMCSA,0,41.81407165527344,239.0,9993.563125610352,72480.2012386322,0.0,88.01947402954102
2993,2019-11-05,BKNG,0,2025.4300537109375,4.0,8101.72021484375,80581.92145347595,0.0,71.0
2994,2019-11-05,TMUS,0,81.47000122070312,122.0,9939.340148925781,90521.26160240173,0.0,67.10037231445312
