,dt,bid_count,position_count,cash_value,positions_value,total_value,bah
181,2020-05-29,0,10,2686.729227447544,94495.87745666504,97182.60668411259,103165.0249086098
182,2020-06-01,0,10,2686.729227447544,94052.23236083984,96738.96158828739,103678.73323221193
183,2020-06-02,0,10,2686.729227447544,95294.05097961426,97980.7802070618,104543.37879775243
184,2020-06-03,1,10,2686.729227447544,96943.29490661621,99630.02413406376,106151.82354117438
185,2020-06-04,0,10,2686.729227447544,95937.12711334229,98623.85634078983,106204.5379345901
186,2020-06-05,1,9,6698.115959167515,93842.3360824585,100540.452041626,108926.16141026035
187,2020-06-08,0,9,6698.115959167515,95327.09426879883,102025.21022796634,110702.0699432024
188,2020-06-09,1,9,6698.115959167515,93758.85791778564,100456.97387695315,109431.6416606357
189,2020-06-10,1,8,20618.087046814002,79078.37314605713,99696.46019287113,108827.90972177996
190,2020-06-11,0,8,20618.087046814002,74792.45376586914,95410.54081268315,102350.05330206438
191,2020-06-12,1,9,16574.599801635777,80050.57334899902,96625.1731506348,103709.15745514352
192,2020-06-15,2,9,14110.685000610387,83283.26320648193,97393.94820709233,104748.90334829106
193,2020-06-16,0,9,14110.685000610387,85042.32368469238,99153.00868530278,106607.62533733467
194,2020-06-17,0,9,14110.685000610387,85287.98751831055,99398.67251892094,106189.14431827566
195,2020-06-18,1,10,2189.415380859411,97152.43377685547,99341.84915771488,106373.03070985203
196,2020-06-19,0,10,2189.415380859411,96739.22653198242,98928.64191284183,105894.12590680065
197,2020-06-22,0,10,2189.415380859411,97065.76919555664,99255.18457641605,106243.7972123372
198,2020-06-23,0,10,2189.415380859411,97035.8871459961,99225.3025268555,106527.79158311937
199,2020-06-24,1,10,2189.415380859411,94475.63419342041,96665.04957427982,103755.176662848
200,2020-06-25,1,9,27599.36552429203,69746.02966308594,97345.39518737796,105076.3189989315
201,2020-06-26,0,9,27599.36552429203,67676.75952911377,95276.12505340579,102362.14209290221
202,2020-06-29,0,9,27599.36552429203,69280.95035552979,96880.3158798218,104109.1414576077
203,2020-06-30,2,9,31101.19166564945,66818.01567077637,97919.20733642581,105754.00659258553
204,2020-07-01,0,9,31101.19166564945,67826.71146392822,98927.90312957767,106332.55396139077
205,2020-07-02,0,9,31101.19166564945,68314.35565948486,99415.5473251343,107242.55963525693
206,2020-07-06,1,10,10404.795739746129,89840.10944366455,100244.90518341068,109410.62721423256
207,2020-07-07,0,10,10404.795739746129,88776.91764831543,99181.71338806156,108455.16538203823
208,2020-07-08,0,10,10404.795739746129,89284.17472839355,99688.97046813968,108992.63715466906
209,2020-07-09,1,11,7977.644493484533,90616.17279052734,98593.81728401188,108053.52281730025
210,2020-07-10,1,10,11632.923045730628,88353.9665222168,99986.88956794742,110172.6777836818
211,2020-07-13,0,10,11632.923045730628,87267.48847961426,98900.41152534488,109282.3096409514
212,2020-07-14,0,10,11632.923045730628,88462.39414215088,100095.3171878815,110777.89362862498
213,2020-07-15,2,10,12713.826071548498,88252.67372131348,100966.49979286197,111823.89519743116
214,2020-07-16,0,10,12713.826071548498,88266.7501449585,100980.57621650699,111563.74372585815
215,2020-07-17,0,10,12713.826071548498,88482.89432525635,101196.72039680484,111814.33460627435
216,2020-07-20,1,9,15072.089708709753,86805.46951293945,101877.55922164921,112517.35883694662
217,2020-07-21,1,9,15072.089708709753,87230.50994873047,102302.59965744022,112637.05438342059
218,2020-07-22,0,9,15072.089708709753,87612.77294158936,102684.86265029911,113288.95602936577
219,2020-07-23,0,9,15072.089708709753,86049.2660522461,101121.35576095585,112039.05563523516
220,2020-07-24,1,9,15072.089708709753,85438.08898925781,100510.17869796757,110867.15322997478
221,2020-07-27,1,9,15072.089708709753,86758.53652954102,101830.62623825077,112058.54704507517
222,2020-07-28,0,9,15072.089708709753,85589.29862976074,100661.3883384705,111387.51311771112
223,2020-07-29,0,9,15072.089708709753,86607.2961807251,101679.38588943485,112468.61796422243
224,2020-07-30,2,9,12874.505142974891,88136.01551055908,101010.52065353397,111856.75745262988
225,2020-07-31,0,9,12874.505142974891,87248.0297088623,100122.53485183719,111630.48596577409
226,2020-08-03,1,10,2239.267266082801,99414.95456695557,101654.22183303836,112483.97401655225
227,2020-08-04,0,10,2239.267266082801,100159.06410217285,102398.33136825565,113012.39437646777
228,2020-08-05,1,9,18868.967641449013,83807.29751586914,102676.26515731815,113739.17315927324
229,2020-08-06,1,9,18868.967641449013,84421.86298370361,103290.83062515262,114191.94053692292
230,2020-08-07,0,9,18868.967641449013,84490.58437347412,103359.55201492313,114645.13273575231
231,2020-08-10,1,8,29842.16464462284,74265.9574508667,104108.12209548954,115080.76188186462
232,2020-08-11,0,8,29842.16464462284,73590.92273712158,103433.08738174442,114488.21494918481
233,2020-08-12,1,9,26028.698137664833,78757.93132781982,104786.62946548466,116619.36139978841
234,2020-08-13,0,9,26028.698137664833,78430.70793151855,104459.40606918339,116483.07310291643
235,2020-08-14,0,9,26028.698137664833,78783.0680847168,104811.76622238163,116723.63399574124
236,2020-08-17,0,9,26028.698137664833,79034.9229812622,105063.62111892704,117749.83873899883
237,2020-08-18,1,10,15274.903154754678,89899.5153427124,105174.41849746708,118029.7646535222
238,2020-08-19,0,10,15274.903154754678,91007.9797744751,106282.88292922977,117774.83364368234
239,2020-08-20,1,9,18922.967694091836,87395.4288482666,106318.39654235845,118262.15323770001
240,2020-08-21,1,10,11494.872113037149,95135.89096069336,106630.76307373052,118713.07708526657
241,2020-08-24,1,10,11494.872113037149,96353.98845672607,107848.86056976323,119891.61313819232
242,2020-08-25,1,9,17289.600982666056,91065.39649963379,108354.99748229985,120221.07235289455
243,2020-08-26,0,9,17289.600982666056,91740.88134765625,109030.48233032231,121889.5429016888
244,2020-08-27,1,10,9909.159112548869,99290.20309448242,109199.36220703128,122500.35357511099
245,2020-08-28,0,10,9909.159112548869,100318.02139282227,110227.18050537113,123216.37251519883
246,2020-08-31,0,10,9909.159112548869,99687.38784790039,109596.54696044925,123853.17556927231
247,2020-09-01,0,10,9909.159112548869,100600.36220550537,110509.52131805423,124027.86334815258
248,2020-09-02,0,10,9909.159112548869,102461.93103790283,112371.0901504517,125406.06953368612
249,2020-09-03,1,10,2381.202189636271,106127.4507522583,108508.65294189457,121049.33219386876
250,2020-09-04,0,10,2381.202189636271,105453.71894836426,107834.92113800053,120654.46374715002
251,2020-09-08,0,10,2381.202189636271,102187.84236907959,104569.04455871586,116148.61208960328
