,dt,bid_count,position_count,cash_value,positions_value,total_value
76,2019-12-27,0,100,7226.53224945066,101454.97137832642,108681.50362777707
77,2019-12-30,0,100,7226.53224945066,100763.57838249207,107990.11063194272
78,2019-12-31,0,100,7226.53224945066,101088.0133972168,108314.54564666745
79,2020-01-02,0,100,7226.53224945066,101902.85243606567,109129.38468551633
80,2020-01-03,0,100,7226.53224945066,101165.11570739746,108391.64795684812
81,2020-01-06,0,100,7226.53224945066,101498.79857063293,108725.33082008359
82,2020-01-07,0,100,7226.53224945066,101298.28890609741,108524.82115554807
83,2020-01-08,0,100,7226.53224945066,101833.72001457214,109060.2522640228
84,2020-01-09,0,100,7226.53224945066,102389.77161979675,109616.30386924741
85,2020-01-10,0,100,7226.53224945066,102012.79173278809,109239.32398223874
86,2020-01-13,0,100,7226.53224945066,102937.31549072266,110163.84774017331
87,2020-01-14,0,100,7226.53224945066,103007.53353118896,110234.06578063962
88,2020-01-15,0,100,7226.53224945066,103013.14206314087,110239.67431259152
89,2020-01-16,0,100,7226.53224945066,103648.4227848053,110874.95503425595
90,2020-01-17,0,100,7226.53224945066,103991.70906066895,111218.2413101196
91,2020-01-21,0,100,7226.53224945066,103832.91171646118,111059.44396591184
92,2020-01-22,0,100,7226.53224945066,103950.75030899048,111177.28255844113
93,2020-01-23,0,100,7226.53224945066,104027.11945343018,111253.65170288083
94,2020-01-24,0,100,7226.53224945066,103027.96347618103,110254.49572563168
95,2020-01-27,0,100,7226.53224945066,101484.99479866028,108711.52704811093
96,2020-01-28,0,100,7226.53224945066,102256.5897731781,109483.12202262876
97,2020-01-29,0,100,7226.53224945066,102083.93081474304,109310.4630641937
98,2020-01-30,0,100,7226.53224945066,102549.57499694824,109776.1072463989
99,2020-01-31,0,100,7226.53224945066,100736.66021156311,107963.19246101376
100,2020-02-03,0,100,7226.53224945066,101994.57587051392,109221.10811996457
101,2020-02-04,0,100,7226.53224945066,103793.74381256104,111020.27606201169
102,2020-02-05,0,100,7226.53224945066,104406.85147666931,111633.38372611997
103,2020-02-06,0,100,7226.53224945066,104775.26386451721,112001.79611396787
104,2020-02-07,0,100,7226.53224945066,104328.93011856079,111555.46236801145
105,2020-02-10,0,100,7226.53224945066,105049.85282897949,112276.38507843015
106,2020-02-11,0,100,7226.53224945066,105483.78043746948,112710.31268692014
107,2020-02-12,0,100,7226.53224945066,106040.06431770325,113266.5965671539
108,2020-02-13,0,100,7226.53224945066,105868.57319641113,113095.10544586179
109,2020-02-14,0,100,7226.53224945066,105893.1842842102,113119.71653366086
110,2020-02-18,0,100,7226.53224945066,105806.43329429626,113032.96554374692
111,2020-02-19,0,100,7226.53224945066,106484.79172325134,113711.323972702
112,2020-02-20,0,100,7226.53224945066,106139.46521949768,113365.99746894834
113,2020-02-21,0,100,7226.53224945066,105242.3582572937,112468.89050674436
114,2020-02-24,0,100,7226.53224945066,101656.11975860596,108882.65200805661
115,2020-02-25,0,100,7226.53224945066,98379.19761276245,105605.7298622131
116,2020-02-26,0,100,7226.53224945066,97839.21208381653,105065.74433326718
117,2020-02-27,0,100,7226.53224945066,93569.16838264465,100795.70063209531
118,2020-02-28,0,100,7226.53224945066,92580.78511047363,99807.31735992429
119,2020-03-02,0,100,7226.53224945066,96751.18776893616,103977.72001838681
120,2020-03-03,0,100,7226.53224945066,94102.70275878906,101329.23500823972
121,2020-03-04,0,100,7226.53224945066,97940.09882354736,105166.63107299802
122,2020-03-05,0,100,7226.53224945066,94683.25762367249,101909.78987312314
123,2020-03-06,0,100,7226.53224945066,93196.50356292725,100423.0358123779
124,2020-03-09,0,100,7226.53224945066,85732.70046234131,92959.23271179196
125,2020-03-10,0,100,7226.53224945066,89845.7231426239,97072.25539207456
126,2020-03-11,0,100,7226.53224945066,85575.85591316223,92802.38816261289
127,2020-03-12,0,100,7226.53224945066,77122.784034729,84349.31628417966
128,2020-03-13,0,100,7226.53224945066,84350.79598236084,91577.3282318115
129,2020-03-16,0,100,7226.53224945066,74243.40221595764,81469.9344654083
130,2020-03-17,0,100,7226.53224945066,78668.3938961029,85894.92614555356
131,2020-03-18,0,100,7226.53224945066,74857.20519065857,82083.73744010922
132,2020-03-19,0,100,7226.53224945066,75423.30673980713,82649.83898925778
133,2020-03-20,0,100,7226.53224945066,72133.63843536377,79360.17068481442
134,2020-03-23,0,100,7226.53224945066,70003.1958618164,77229.72811126706
135,2020-03-24,0,100,7226.53224945066,76635.04970550537,83861.58195495603
136,2020-03-25,0,100,7226.53224945066,77560.60596466064,84787.1382141113
137,2020-03-26,0,100,7226.53224945066,82462.00776290894,89688.54001235959
138,2020-03-27,0,100,7226.53224945066,79893.41552352905,87119.9477729797
139,2020-03-30,0,100,7226.53224945066,82312.17733955383,89538.70958900449
140,2020-03-31,0,100,7226.53224945066,81116.60023117065,88343.13248062131
141,2020-04-01,0,100,7226.53224945066,77513.89066123962,84740.42291069028
142,2020-04-02,0,100,7226.53224945066,79427.00383377075,86653.5360832214
143,2020-04-03,0,100,7226.53224945066,78284.93276977539,85511.46501922605
144,2020-04-06,0,100,7226.53224945066,83438.90015029907,90665.43239974973
145,2020-04-07,0,100,7226.53224945066,83393.40783691406,90619.94008636472
146,2020-04-08,0,100,7226.53224945066,86234.12359809875,93460.65584754941
147,2020-04-09,0,100,7226.53224945066,87538.33325004578,94764.86549949643
148,2020-04-13,0,100,7226.53224945066,86869.14324951172,94095.67549896237
149,2020-04-14,0,100,7226.53224945066,89454.49625205994,96681.02850151059
150,2020-04-15,0,100,7226.53224945066,87377.62697029114,94604.15921974179
151,2020-04-16,0,100,7226.53224945066,87783.37602424622,95009.90827369687
152,2020-04-17,0,100,7226.53224945066,90290.8043384552,97517.33658790585
153,2020-04-20,0,100,7226.53224945066,88847.52979660034,96074.062046051
154,2020-04-21,0,100,7226.53224945066,86030.42317008972,93256.95541954038
155,2020-04-22,0,100,7226.53224945066,87966.54474067688,95193.07699012753
156,2020-04-23,0,100,7226.53224945066,87795.15002250671,95021.68227195737
157,2020-04-24,0,100,7226.53224945066,89066.95576286316,96293.48801231381
158,2020-04-27,0,100,7226.53224945066,90922.5462398529,98149.07848930356
159,2020-04-28,0,100,7226.53224945066,90523.76767349243,97750.29992294309
160,2020-04-29,0,100,7226.53224945066,92492.03631210327,99718.56856155393
161,2020-04-30,0,100,7226.53224945066,91230.83601379395,98457.3682632446
162,2020-05-01,0,100,7226.53224945066,88477.76269340515,95704.2949428558
163,2020-05-04,0,100,7226.53224945066,88850.9808883667,96077.51313781735
164,2020-05-05,0,100,7226.53224945066,89536.58376312256,96763.11601257321
165,2020-05-06,0,100,7226.53224945066,88806.93407058716,96033.46632003781
166,2020-05-07,0,100,7226.53224945066,89900.79181671143,97127.32406616208
167,2020-05-08,0,100,7226.53224945066,91675.47508049011,98902.00732994077
168,2020-05-11,0,100,7226.53224945066,91547.46659469604,98773.9988441467
169,2020-05-12,0,100,7226.53224945066,89804.54908180237,97031.08133125302
170,2020-05-13,0,100,7226.53224945066,88217.75584411621,95444.28809356687
171,2020-05-14,0,100,7226.53224945066,89364.33964729309,96590.87189674375
172,2020-05-15,0,100,7226.53224945066,89644.58874320984,96871.1209926605
173,2020-05-18,0,100,7226.53224945066,92649.1882762909,99875.72052574155
174,2020-05-19,0,100,7226.53224945066,91433.67450141907,98660.20675086972
175,2020-05-20,0,100,7226.53224945066,92778.38578987122,100004.91803932187
176,2020-05-21,0,100,7226.53224945066,92210.9086894989,99437.44093894956
177,2020-05-22,0,100,7226.53224945066,92363.21202468872,99589.74427413938
178,2020-05-26,0,100,7226.53224945066,93704.30959892273,100930.84184837338
179,2020-05-27,0,100,7226.53224945066,95422.70414543152,102649.23639488217
180,2020-05-28,0,100,7226.53224945066,95125.46460914612,102351.99685859677
181,2020-05-29,0,100,7226.53224945066,95625.78279495239,102852.31504440305
182,2020-06-01,0,100,7226.53224945066,96094.50144195557,103321.03369140622
183,2020-06-02,0,100,7226.53224945066,96913.32806968689,104139.86031913754
184,2020-06-03,0,100,7226.53224945066,98379.42118644714,105605.9534358978
185,2020-06-04,0,100,7226.53224945066,98434.02889633179,105660.56114578244
186,2020-06-05,0,100,7226.53224945066,100950.45936775208,108176.99161720273
187,2020-06-08,0,100,7226.53224945066,102628.05307006836,109854.58531951901
188,2020-06-09,0,100,7226.53224945066,101452.57110977173,108679.10335922238
189,2020-06-10,0,100,7226.53224945066,100900.82748031616,108127.35972976682
190,2020-06-11,0,100,7226.53224945066,94908.0390625,102134.57131195065
191,2020-06-12,0,100,7226.53224945066,96147.03770637512,103373.56995582578
192,2020-06-15,0,100,7226.53224945066,97116.9495677948,104343.48181724545
193,2020-06-16,0,100,7226.53224945066,98831.51815032959,106058.05039978024
194,2020-06-17,0,100,7226.53224945066,98441.17374610901,105667.70599555966
195,2020-06-18,0,100,7226.53224945066,98617.91505622864,105844.44730567929
196,2020-06-19,0,100,7226.53224945066,98166.3777809143,105392.91003036496
197,2020-06-22,0,100,7226.53224945066,98468.74578475952,105695.27803421018
198,2020-06-23,0,100,7226.53224945066,98709.83093261719,105936.36318206784
199,2020-06-24,0,100,7226.53224945066,96154.49689865112,103381.02914810178
200,2020-06-25,0,100,7226.53224945066,97384.54493713379,104611.07718658444
201,2020-06-26,0,100,7226.53224945066,94883.90384101868,102110.43609046933
202,2020-06-29,0,100,7226.53224945066,96499.11934661865,103725.6515960693
203,2020-06-30,0,100,7226.53224945066,98052.26076698303,105278.79301643369
204,2020-07-01,0,100,7226.53224945066,98552.81295585632,105779.34520530698
205,2020-07-02,0,100,7226.53224945066,99420.01683425903,106646.54908370969
206,2020-07-06,0,100,7226.53224945066,101450.12288093567,108676.65513038632
207,2020-07-07,0,100,7226.53224945066,100600.16143417358,107826.69368362424
208,2020-07-08,0,100,7226.53224945066,101085.02049446106,108311.55274391171
209,2020-07-09,0,100,7226.53224945066,100195.38251113892,107421.91476058957
210,2020-07-10,0,100,7226.53224945066,102204.80764198303,109431.33989143369
211,2020-07-13,0,100,7226.53224945066,101400.47399330139,108627.00624275205
212,2020-07-14,0,100,7226.53224945066,102795.24193763733,110021.77418708798
213,2020-07-15,0,100,7226.53224945066,103727.56161880493,110954.09386825559
214,2020-07-16,0,100,7226.53224945066,103517.62712478638,110744.15937423703
215,2020-07-17,0,100,7226.53224945066,103756.82759666443,110983.35984611508
216,2020-07-20,0,100,7226.53224945066,104423.1404247284,111649.67267417905
217,2020-07-21,0,100,7226.53224945066,104541.70316886902,111768.23541831967
218,2020-07-22,0,100,7226.53224945066,105148.06161880493,112374.59386825559
219,2020-07-23,0,100,7226.53224945066,103993.90738868713,111220.43963813779
220,2020-07-24,0,100,7226.53224945066,102869.33392524719,110095.86617469785
221,2020-07-27,0,100,7226.53224945066,103999.8286037445,111226.36085319516
222,2020-07-28,0,100,7226.53224945066,103376.23008918762,110602.76233863828
223,2020-07-29,0,100,7226.53224945066,104384.40633392334,111610.938583374
224,2020-07-30,0,100,7226.53224945066,103809.0687828064,111035.60103225705
225,2020-07-31,0,100,7226.53224945066,103581.6081981659,110808.14044761655
226,2020-08-03,0,100,7226.53224945066,104385.56727409363,111612.09952354428
227,2020-08-04,0,100,7226.53224945066,104867.37748908997,112093.90973854062
228,2020-08-05,0,100,7226.53224945066,105502.40309333801,112728.93534278867
229,2020-08-06,0,100,7226.53224945066,105909.36385917664,113135.89610862729
230,2020-08-07,0,100,7226.53224945066,106346.01711654663,113572.54936599729
231,2020-08-10,0,100,7226.53224945066,106762.80529403687,113989.33754348752
232,2020-08-11,0,100,7226.53224945066,106193.22874450684,113419.76099395749
233,2020-08-12,0,100,7226.53224945066,108220.81192588806,115447.34417533872
234,2020-08-13,0,100,7226.53224945066,108105.0602722168,115331.59252166745
235,2020-08-14,0,100,7226.53224945066,108347.163854599,115573.69610404965
236,2020-08-17,0,100,7226.53224945066,109359.14978027344,116585.68202972409
237,2020-08-18,0,100,7226.53224945066,109608.32782936096,116834.86007881162
238,2020-08-19,0,100,7226.53224945066,109370.74873542786,116597.28098487851
239,2020-08-20,0,100,7226.53224945066,109831.94733047485,117058.47957992551
240,2020-08-21,0,100,7226.53224945066,110264.42722511292,117490.95947456357
241,2020-08-24,0,100,7226.53224945066,111344.84385681152,118571.37610626218
242,2020-08-25,0,100,7226.53224945066,111631.18522071838,118857.71747016904
243,2020-08-26,0,100,7226.53224945066,113158.97964859009,120385.51189804074
244,2020-08-27,0,100,7226.53224945066,113751.45620536804,120977.9884548187
245,2020-08-28,0,100,7226.53224945066,114389.4903831482,121616.02263259885
246,2020-08-31,0,100,7226.53224945066,115065.196767807,122291.72901725766
247,2020-09-01,0,100,7226.53224945066,115172.80903053284,122399.34127998349
248,2020-09-02,0,100,7226.53224945066,116414.39589691162,123640.92814636228
249,2020-09-03,0,100,7226.53224945066,112338.43624687195,119564.9684963226
250,2020-09-04,0,100,7226.53224945066,112017.8655796051,119244.39782905576
251,2020-09-08,0,100,7226.53224945066,107736.24368286133,114962.77593231198
252,2020-09-09,0,100,7226.53224945066,110298.52857589722,117525.06082534787
253,2020-09-10,0,100,7226.53224945066,108790.47512054443,116017.00736999509
254,2020-09-11,0,100,7226.53224945066,109313.41991233826,116539.95216178891
255,2020-09-14,0,100,7226.53224945066,111581.69675445557,118808.22900390622
256,2020-09-15,0,100,7226.53224945066,112659.26041221619,119885.79266166684
257,2020-09-16,0,100,7226.53224945066,112289.23155212402,119515.76380157468
258,2020-09-17,0,100,7226.53224945066,111287.9940776825,118514.52632713315
259,2020-09-18,0,100,7226.53224945066,110723.7746334076,117950.30688285825
260,2020-09-21,0,100,7226.53224945066,109469.90977859497,116696.44202804563
261,2020-09-22,0,100,7226.53224945066,109584.87201690674,116811.4042663574
262,2020-09-23,0,100,7226.53224945066,106623.75471115112,113850.28696060178
263,2020-09-24,0,100,7226.53224945066,106918.58337783813,114145.11562728879
264,2020-09-25,0,100,7226.53224945066,108568.45652008057,115794.98876953122
265,2020-09-28,0,100,7226.53224945066,110445.81334495544,117672.3455944061
266,2020-09-29,0,100,7226.53224945066,109913.67923736572,117140.21148681638
267,2020-09-30,0,100,7226.53224945066,111139.25905418396,118365.79130363461
268,2020-10-01,0,100,7226.53224945066,111929.24736785889,119155.77961730954
269,2020-10-02,0,100,7226.53224945066,110505.90892982483,117732.44117927548
270,2020-10-05,0,100,7226.53224945066,112564.49754524231,119791.02979469296
271,2020-10-06,0,100,7226.53224945066,111101.59673690796,118328.12898635861
272,2020-10-07,0,100,7226.53224945066,113303.13351249695,120529.6657619476
273,2020-10-08,0,100,7226.53224945066,114181.7673034668,121408.29955291745
274,2020-10-09,0,100,7226.53224945066,115060.31893920898,122286.85118865964
275,2020-10-12,0,100,7226.53224945066,116508.47324943542,123735.00549888608
276,2020-10-13,0,100,7226.53224945066,116128.66523170471,123355.19748115537
277,2020-10-14,0,100,7226.53224945066,115764.17140007019,122990.70364952084
278,2020-10-15,0,100,7226.53224945066,115490.04952049255,122716.58176994321
279,2020-10-16,0,100,7226.53224945066,115705.63285255432,122932.16510200498
280,2020-10-19,0,100,7226.53224945066,113946.7354812622,121173.26773071286
281,2020-10-20,0,100,7226.53224945066,114267.23731613159,121493.76956558225
282,2020-10-21,0,100,7226.53224945066,113734.1510887146,120960.68333816525
283,2020-10-22,0,100,7226.53224945066,114446.37068367004,121672.9029331207
284,2020-10-23,0,100,7226.53224945066,114500.8584766388,121727.39072608945
285,2020-10-26,0,100,7226.53224945066,112452.21802902222,119678.75027847287
286,2020-10-27,0,100,7226.53224945066,111824.03225708008,119050.56450653073
287,2020-10-28,0,100,7226.53224945066,108044.94321632385,115271.4754657745
288,2020-10-29,0,100,7226.53224945066,109229.52671813965,116456.0589675903
289,2020-10-30,0,100,7226.53224945066,108049.94291687012,115276.47516632077
290,2020-11-02,0,100,7226.53224945066,109804.7051486969,117031.23739814755
291,2020-11-03,0,100,7226.53224945066,112030.77466964722,119257.30691909787
292,2020-11-04,0,100,7226.53224945066,113621.1821346283,120847.71438407895
293,2020-11-05,0,100,7226.53224945066,116038.06129074097,123264.59354019162
294,2020-11-06,0,100,7226.53224945066,115912.30073547363,123138.83298492429
295,2020-11-09,0,100,7226.53224945066,117256.73506736755,124483.26731681821
296,2020-11-10,0,100,7226.53224945066,117476.71243476868,124703.24468421933
297,2020-11-11,0,100,7226.53224945066,118297.78480529785,125524.3170547485
298,2020-11-12,0,100,7226.53224945066,117067.01315307617,124293.54540252683
299,2020-11-13,0,100,7226.53224945066,118583.68306350708,125810.21531295773
300,2020-11-16,0,100,7226.53224945066,119989.89979743958,127216.43204689023
301,2020-11-17,0,100,7226.53224945066,120222.04300880432,127448.57525825498
302,2020-11-18,0,100,7226.53224945066,120070.05513763428,127296.58738708493
303,2020-11-19,0,100,7226.53224945066,120735.32178115845,127961.8540306091
304,2020-11-20,0,100,7226.53224945066,119943.16352081299,127169.69577026364
305,2020-11-23,0,100,7226.53224945066,121618.72646903992,128845.25871849057
306,2020-11-24,0,100,7226.53224945066,124400.64912414551,131627.18137359616
307,2020-11-25,0,100,7226.53224945066,124425.71045303345,131652.2427024841
308,2020-11-27,0,100,7226.53224945066,124788.58852386475,132015.1207733154
309,2020-11-30,0,100,7226.53224945066,123722.6404132843,130949.17266273496
310,2020-12-01,0,100,7226.53224945066,125125.37298965454,132351.9052391052
311,2020-12-02,0,100,7226.53224945066,125174.24895477295,132400.7812042236
312,2020-12-03,0,100,7226.53224945066,125674.0464553833,132900.57870483396
313,2020-12-04,0,100,7226.53224945066,127073.95088005066,134300.4831295013
314,2020-12-07,0,100,7226.53224945066,127628.17834854126,134854.7105979919
315,2020-12-08,0,100,7226.53224945066,128065.7115020752,135292.24375152585
316,2020-12-09,0,100,7226.53224945066,126725.4964504242,133952.02869987485
317,2020-12-10,0,100,7226.53224945066,126930.07292175293,134156.60517120358
318,2020-12-11,0,100,7226.53224945066,126253.7237815857,133480.25603103635
319,2020-12-14,0,100,7226.53224945066,126231.93001174927,133458.46226119992
320,2020-12-15,0,100,7226.53224945066,127332.32000160217,134558.85225105283
321,2020-12-16,0,100,7226.53224945066,127154.38395881653,134380.91620826718
322,2020-12-17,0,100,7226.53224945066,128526.23089408875,135752.7631435394
323,2020-12-18,0,100,7226.53224945066,129017.2246055603,136243.75685501096
324,2020-12-21,0,100,7226.53224945066,127766.12052536011,134992.65277481076
325,2020-12-22,0,100,7226.53224945066,126965.23721122742,134191.76946067807
326,2020-12-23,0,100,7226.53224945066,127341.83761024475,134568.3698596954
327,2020-12-24,0,100,7226.53224945066,127877.9211769104,135104.45342636105
328,2020-12-28,0,100,7226.53224945066,128486.56472206116,135713.0969715118
329,2020-12-29,0,100,7226.53224945066,128335.12654495239,135561.65879440305
330,2020-12-30,0,100,7226.53224945066,129110.09095191956,136336.6232013702
331,2020-12-31,0,100,7226.53224945066,130262.52817344666,137489.0604228973
332,2021-01-04,0,100,7226.53224945066,129200.87516784668,136427.40741729733
333,2021-01-05,0,100,7226.53224945066,130196.87453842163,137423.40678787229
334,2021-01-06,0,100,7226.53224945066,131923.41127586365,139149.9435253143
335,2021-01-07,0,100,7226.53224945066,134526.57094955444,141753.1031990051
336,2021-01-08,0,100,7226.53224945066,136408.59901046753,143635.13125991818
337,2021-01-11,0,100,7226.53224945066,135024.9407863617,142251.47303581235
338,2021-01-12,0,100,7226.53224945066,135914.0281829834,143140.56043243405
339,2021-01-13,0,100,7226.53224945066,136361.8817768097,143588.41402626035
340,2021-01-14,0,100,7226.53224945066,136096.21630859375,143322.7485580444
341,2021-01-15,0,100,7226.53224945066,134727.8609237671,141954.39317321774
342,2021-01-19,0,100,7226.53224945066,136015.99104118347,143242.52329063413
343,2021-01-20,0,100,7226.53224945066,137395.58156967163,144622.11381912229
344,2021-01-21,0,100,7226.53224945066,136990.49361991882,144217.02586936948
345,2021-01-22,0,100,7226.53224945066,136586.17985343933,143812.71210289
346,2021-01-25,0,100,7226.53224945066,137360.21912574768,144586.75137519834
347,2021-01-26,0,100,7226.53224945066,137034.99104118347,144261.52329063413
348,2021-01-27,0,100,7226.53224945066,133202.4192428589,140428.95149230954
349,2021-01-28,0,100,7226.53224945066,134216.11212348938,141442.64437294003
350,2021-01-29,0,100,7226.53224945066,131350.1628780365,138576.69512748715
351,2021-02-01,0,100,7226.53224945066,133414.91980361938,140641.45205307004
352,2021-02-02,0,100,7226.53224945066,135974.50193023682,143201.03417968747
353,2021-02-03,0,100,7226.53224945066,135693.44355773926,142919.9758071899
354,2021-02-04,0,100,7226.53224945066,137125.07078170776,144351.60303115842
355,2021-02-05,0,100,7226.53224945066,137724.6549282074,144951.18717765805
356,2021-02-08,0,100,7226.53224945066,139020.40859985352,146246.94084930417
357,2021-02-09,0,100,7226.53224945066,138582.87553215027,145809.40778160092
358,2021-02-10,0,100,7226.53224945066,137652.70805358887,144879.24030303952
359,2021-02-11,0,100,7226.53224945066,137919.0592403412,145145.59148979184
360,2021-02-12,0,100,7226.53224945066,138607.25537490845,145833.7876243591
361,2021-02-16,0,100,7226.53224945066,138388.8542022705,145615.38645172116
362,2021-02-17,0,100,7226.53224945066,138477.60059165955,145704.1328411102
363,2021-02-18,0,100,7226.53224945066,137628.33913230896,144854.8713817596
364,2021-02-19,0,100,7226.53224945066,137165.73858642578,144392.27083587644
365,2021-02-22,0,100,7226.53224945066,135433.92142105103,142660.45367050168
366,2021-02-23,0,100,7226.53224945066,135110.72810554504,142337.2603549957
367,2021-02-24,0,100,7226.53224945066,137551.46639060974,144777.9986400604
368,2021-02-25,0,100,7226.53224945066,133758.64133644104,140985.1735858917
369,2021-02-26,0,100,7226.53224945066,132659.16142845154,139885.6936779022
370,2021-03-01,0,100,7226.53224945066,136144.38690948486,143370.91915893552
371,2021-03-02,0,100,7226.53224945066,134894.1219921112,142120.65424156186
372,2021-03-03,0,100,7226.53224945066,133113.1011238098,140339.63337326047
373,2021-03-04,0,100,7226.53224945066,130998.71962928772,138225.25187873837
374,2021-03-05,0,100,7226.53224945066,132750.28006744385,139976.8123168945
375,2021-03-08,0,100,7226.53224945066,131900.0235786438,139126.55582809445
376,2021-03-09,0,100,7226.53224945066,135221.44822883606,142447.9804782867
