,dt,bid_count,position_count,cash_value,positions_value,total_value,bah
0,2019-04-05 09:30:00,10,10,43375.90786000002,56511.06999999999,99886.97786000001,99856.0
1,2019-04-05 09:31:00,0,10,43375.90786000002,56486.17,99862.07786000002,99866.7908317737
2,2019-04-05 09:32:00,0,10,43375.90786000002,56493.2,99869.10786000002,99926.82383325005
3,2019-04-05 09:33:00,0,10,43375.90786000002,56428.2,99804.10786000002,99827.38585670128
4,2019-04-05 09:34:00,0,10,43375.90786000002,56454.329999999994,99830.23786000002,99788.80576497263
5,2019-04-05 09:35:00,0,10,43375.90786000002,56441.01,99816.91786000002,99767.0692307677
6,2019-04-05 09:36:00,0,10,43375.90786000002,56498.729999999996,99874.63786000002,99787.3131742351
7,2019-04-05 09:37:00,0,10,43375.90786000002,56412.39,99788.29786000002,99703.24404059188
8,2019-04-05 09:38:00,0,10,43375.90786000002,56380.15000000001,99756.05786000003,99686.41446396378
9,2019-04-05 09:39:00,0,10,43375.90786000002,56360.56999999999,99736.47786000001,99692.17445109478
10,2019-04-05 09:40:00,0,10,43375.90786000002,56261.86,99637.76786000002,99688.98053689107
11,2019-04-05 09:41:00,0,10,43375.90786000002,56304.469999999994,99680.37786000001,99709.70240646225
12,2019-04-05 09:42:00,0,10,43375.90786000002,56331.61000000001,99707.51786000002,99689.21926028765
13,2019-04-05 09:43:00,0,10,43375.90786000002,56268.8,99644.70786000002,99706.01155021401
14,2019-04-05 09:44:00,0,10,43375.90786000002,56268.42,99644.32786000002,99706.59539040702
15,2019-04-05 09:45:00,0,10,43375.90786000002,56292.049999999996,99667.95786000002,99732.29785118802
16,2019-04-05 09:46:00,0,10,43375.90786000002,56337.75,99713.65786000002,99811.66862679219
17,2019-04-05 09:47:00,0,10,43375.90786000002,56260.39,99636.29786000002,99737.22945165272
18,2019-04-05 09:48:00,0,10,43375.90786000002,56254.14999999999,99630.05786,99737.9466975111
19,2019-04-05 09:49:00,0,10,43375.90786000002,56191.14,99567.04786000002,99715.16398969994
20,2019-04-05 09:50:00,0,10,43375.90786000002,56198.479999999996,99574.38786000002,99768.13043403813
